maker,specific_origin,cocoa_percent,maker_location,rating,bean_type,broad_origin
Caoni (Tulicorp),Los Rios,55.0,Ecuador,3.25,Forastero (Arriba),Ecuador
Caoni (Tulicorp),Esmeraldas,55.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Captain Pembleton,"Saidor Estate,Madang P",70.0,New Zealand,3.5,Trinitario,Papua New Guinea
Captain Pembleton,Kulili Estate,70.0,New Zealand,3.75,Blend,Papua New Guinea
Caribeans,"Antigua,Special Reserve",72.0,Costa Rica,3.5,Blend,Guatemala
Caribeans,"Talamanca,Raul,Kekoldo community",72.0,Costa Rica,3.25,Blend,Costa Rica
Caribeans,Anselmo Paraiso Estate,72.0,Costa Rica,3.5,Blend,Costa Rica
Caribeans,Costa Rica,72.0,Costa Rica,3.0,Forastero,Costa Rica
Caribeans,Costa Rica,80.0,Costa Rica,2.75,Forastero,Costa Rica
Carlotta Chocolat,Arauca,65.0,Colombia,3.0,Trinitario,Colombia
Carlotta Chocolat,Tumaco,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Cordoba,65.0,Colombia,3.25,Trinitario,Colombia
Carlotta Chocolat,Huila,65.0,Colombia,3.5,Trinitario,Colombia
Carlotta Chocolat,Cesar,65.0,Colombia,3.5,CCN51,Colombia
Castronovo,"Maya Mtn,Batch 454,Heirloom",72.0,U.S.A.,4.0,Trinitario,Belize
Castronovo,"the lost city,gracias a dias,batch 362",72.0,U.S.A.,3.5,Trinitario,Honduras
Castronovo,"Duarte,Batch 360",70.0,U.S.A.,3.75,"Criollo, Trinitario",Dominican Republic
Castronovo,"Piaroa,Amazonas,Batch 350",72.0,U.S.A.,3.5,Blend,Venezuela
Castronovo,Sierra Nevada,72.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Arauca,76.0,U.S.A.,3.5,"Criollo, Trinitario",Colombia
Castronovo,Elvesia P,70.0,U.S.A.,2.75,Trinitario,Dominican Republic
Castronovo,Bolivia,70.0,U.S.A.,3.0,Trinitario,Bolivia
Castronovo,Conacado,73.0,U.S.A.,3.5,Trinitario,Dominican Republic
Castronovo,San Martin,70.0,U.S.A.,2.5,Criollo,Peru
Castronovo,"Guaniamo,Amazonas",70.0,U.S.A.,3.25,Blend,Venezuela
Castronovo,Nicaragua,72.0,U.S.A.,3.25,Trinitario,Nicaragua
Castronovo,Tumbes,70.0,U.S.A.,2.75,Criollo,Peru
Castronovo,Guaniamo,72.0,U.S.A.,3.0,Blend,Venezuela
Cello,Ecuador,70.0,U.S.A.,2.5,Blend,Ecuador
Cello,Peru,70.0,U.S.A.,2.75,Blend,Peru
Cello,Venezuela,70.0,U.S.A.,2.75,Blend,Venezuela
Cello,Bolivia,70.0,U.S.A.,3.0,Blend,Bolivia
Cemoi,Equateur,72.0,France,2.75,Blend,Ecuador
Chaleur B,Uganda,70.0,Canada,2.75,Forastero,Uganda
Charm School,Maya Mtn,70.0,U.S.A.,3.25,Blend,Belize
Chchukululu (Tulicorp),Arriba,55.0,Ecuador,2.75,Forastero (Arriba),Ecuador
Chchukululu (Tulicorp),Los Rios,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
Chequessett,la Amistad,70.0,U.S.A.,3.5,Blend,Costa Rica
Chloe Chocolat,Blend No 1,70.0,France,3.5,Blend, 
Chocablog,Ecuador,70.0,England,3.25,Blend,Ecuador
Choco Del Sol,"Maya Mountain w,nibs",75.0,Germany,3.0,Trinitario,Belize
Choco Del Sol,Maya Mountain,82.0,Germany,3.25,Trinitario,Belize
Choco Dong,"Mekong Delta,early 2014 Harvest",70.0,South Korea,2.75,Trinitario,Vietnam
Choco Dong,"Tawau,Oct 2015 Harvest",70.0,South Korea,3.5,Trinitario,Malaysia
Chocolarder,Peru,65.0,England,2.5,Criollo,Peru
Chocolarder,Peru + nibs,65.0,England,2.75,Criollo,Peru
Chocolarder,Dominican Republic,80.0,England,2.5,Blend,Dominican Republic
Chocola'te,Madagascar,70.0,U.S.A.,3.75,Trinitario,Madagascar
Chocola'te,Venezuela,68.0,U.S.A.,3.75,Blend,Venezuela
Chocolate Alchemist-Philly,"Tumbes,""Zarumilla""",90.0,U.S.A.,2.5,Blend,Peru
Chocolate Alchemist-Philly,"Philly Blend,5 plantations",80.0,U.S.A.,2.5,Blend, 
Chocolate Con Amor,Wild Bolivian,70.0,U.S.A.,2.5,Blend,Bolivia
Chocolate Con Amor,Uganda,70.0,U.S.A.,2.75,Blend,Uganda
Chocolate Con Amor,Dominican Republic,60.0,U.S.A.,3.0,Blend,Dominican Republic
Chocolate Con Amor,Dominican Republic,75.0,U.S.A.,3.0,Blend,Dominican Republic
Chocolate Con Amor,Ocumare,80.0,U.S.A.,3.0,Criollo (Ocumare),Venezuela
Chocolate Con Amor,Ecuador,70.0,U.S.A.,3.25,Blend,Ecuador
Chocolate Con Amor,Nicaragua,80.0,U.S.A.,2.75,Blend,Nicaragua
Chocolate Conspiracy,Peru,74.0,U.S.A.,2.75,Blend,Peru
Chocolate Makers,Tres Hombres,75.0,Netherlands,3.25,Trinitario,Dominican Republic
Chocolate Makers,"Congo,Gorilla bar",68.0,Netherlands,3.5,Forastero,Congo
Chocolate Makers,"Peru,Awagum bar",80.0,Netherlands,3.75,Criollo,Peru
"Chocolate Tree, The",Maranon,69.0,Scotland,3.75,Forastero (Nacional),Peru
"Chocolate Tree, The",Carenero Superior,80.0,Scotland,3.75,Trinitario,Venezuela
"Chocolate Tree, The",Peru,70.0,Scotland,3.75,Forastero (Nacional),Peru
"Chocolate Tree, The",Ecuador,82.0,Scotland,2.5,Forastero (Arriba),Ecuador
"Chocolate Tree, The",Peru,68.0,Scotland,2.75,Criollo,Peru
"Chocolate Tree, The",Madagascar,72.0,Scotland,3.25,Criollo,Madagascar
Chocolats Privilege,Xoconusco,70.0,Canada,2.5,Criollo,Mexico
ChocoReko,Patanemo,77.0,Japan,3.0,Criollo,Venezuela
Chocosol,"Chiapas,Lacandon Jungle,Oaxacom Mtn",65.0,Canada,3.25,Blend,Mexico
Chocovic,Xoconusco,71.0,Spain,3.25,Criollo,Mexico
Chocovic,Sambirano,71.0,Spain,3.5,Trinitario,Madagascar
Chocovic,Kendari,60.0,Spain,3.25,Blend, 
Chocovic,Tarakan,75.0,Spain,3.25,Blend, 
Chocovic,Ocumare,71.0,Spain,3.5,Criollo,Venezuela
Chocovic,"Bolivar,Guaranda",71.0,Spain,2.5,Forastero (Arriba),Ecuador
Chocovic,Guyave,71.0,Spain,2.5,Trinitario,Grenada
Chocovic,Maragda,70.0,Spain,3.0,Blend, 
Chocovivo,Tabasco,65.0,U.S.A.,2.5,Trinitario,Mexico
Chocovivo,Tabasco,75.0,U.S.A.,2.5,Trinitario,Mexico
Choklat,Ocumare,80.0,Canada,2.5,Criollo,Venezuela
Choklat,"Porcelana,Tabasco",70.0,Canada,2.75,Criollo,Mexico
Choklat,Brazilian,70.0,Canada,3.0,Blend,Brazil
Choklat,Brazilian,80.0,Canada,3.0,Blend,Brazil
Choklat,Ocumare,70.0,Canada,3.0,Criollo,Venezuela
Chokolat Elot (Girard),Guadeloupe,42.0,Martinique,2.75,Blend,Martinique
Choocsol,"Chiapas,Lacandon Jungle,Oaxacom Mtn",75.0,Canada,3.25,Blend,Mexico
Christopher Morel (Felchlin),"Maranon Canyon,Fortunato No 4",68.0,Canada,3.75,Forastero (Nacional),Peru
Chuao Chocolatier,Choroni,61.0,U.S.A.,3.0,Criollo,Venezuela
Chuao Chocolatier (Pralus),Chuao,77.0,U.S.A.,2.75,Trinitario,Venezuela
Claudio Corallo,Terreiro Velho P,73.5,Sao Tome,3.75,Forastero,"Sao Tome,Principe"
Claudio Corallo,"Terreiro Velho P w,sugar crystals",80.0,Sao Tome,3.0,Forastero,"Sao Tome,Principe"
Claudio Corallo,Terreiro Velho P,75.0,Sao Tome,4.0,Forastero,"Sao Tome,Principe"
Claudio Corallo,Principe,100.0,Sao Tome,1.0,Forastero,"Sao Tome,Principe"
Cloudforest,"Camino Verde P,Balao,Guayas,2014",73.0,U.S.A.,3.5,Blend,Ecuador
Coleman & Davis,Sambirano,75.0,U.S.A.,3.0,Trinitario,Madagascar
Compania de Chocolate (Salgado),Sur del Lago,70.0,Argentina,3.25,Blend,Venezuela
Compania de Chocolate (Salgado),Carenero Superior,80.0,Argentina,2.75,Trinitario,Venezuela
Compania de Chocolate (Salgado),Moxos,72.0,Argentina,3.25,Blend,Bolivia
Compania de Chocolate (Salgado),Ocumare,70.0,Argentina,3.75,Criollo,Venezuela
Compania de Chocolate (Salgado),Esmeraldas,88.0,Argentina,2.75,Forastero (Nacional),Ecuador
Condor,Camino Verde,76.0,U.S.A.,3.5,Blend,Ecuador
Confluence,"Tien Giang,2015,batch 10,2,16",78.0,U.S.A.,2.75,Trinitario,Vietnam
Coppeneur,"Ecuador,Puristique",65.0,Germany,3.25,Forastero (Nacional),Ecuador
Coppeneur,Ghana Puristique,85.0,Germany,3.5,Forastero,Ghana
Coppeneur,Ecuador Puristique,100.0,Germany,1.5,Blend,Ecuador
Coppeneur,Uba Budo,72.0,Germany,3.75,Forastero,"Sao Tome,Principe"
Coppeneur,Madagascar,70.0,Germany,3.5,Trinitario,Madagascar
Coppeneur,Grenada,72.0,Germany,3.25,Trinitario,Grenada
Coppeneur,Chuao,70.0,Germany,3.0,Trinitario,Venezuela
Coppeneur,"Los Rios,H Iara",72.0,Germany,2.5,Nacional,Ecuador
Coppeneur,Trinidad,72.0,Germany,3.0,Trinitario,Trinidad
Coppeneur,Jamaica,72.0,Germany,3.25,Trinitario,Jamaica
Coppeneur,Ocumare 61,72.0,Germany,3.25,Criollo (Ocumare 61),Venezuela
Coppeneur,"Porcelana,Apotequil",72.0,Germany,3.0,Criollo,Peru
Coppeneur,"Porcelana,Apotequil",62.0,Germany,3.25,Criollo,Peru
Coppeneur,Chuao 100hr,70.0,Germany,3.5,"Criollo, Trinitario",Venezuela
Coppeneur,Chuao 70hr,70.0,Germany,3.75,"Criollo, Trinitario",Venezuela
Coppeneur,"Porcelana,Tabasco,Mexico",72.0,Germany,3.0,Criollo,Mexico
Coppeneur,"Porcelana,Venezuela",72.0,Germany,3.0,Criollo (Porcelana),Venezuela
Coppeneur,"Sambirano,Menava P",72.0,Germany,3.0,Trinitario,Madagascar
Cote d' Or (Kraft),Sensations Intense,70.0,Belgium,1.0,Blend, 
Cravve,New Ireland,70.0,Australia,2.5,Forastero,Papua New Guinea
Cravve,"Vanuatu,batch 2410",83.0,Australia,2.75,Trinitario,Vanuatu
Cravve,"Tanzania,batch a1",75.0,Australia,3.25,Forastero,Tanzania
Cravve,"Bahia,batch a1213",65.0,Australia,3.25,Trinitario,Brazil
Cravve,"Namau Village,N Taileva P,batch a2812",67.0,Australia,3.25,Trinitario,Fiji
Cravve,Vanuatu,64.0,Australia,3.25,Trinitario,Vanuatu
Cravve,Djual Island,75.0,Australia,3.5,Forastero,Papua New Guinea
Creo,"""heirloom"",Arriba Nacional",85.0,U.S.A.,3.25,Forastero (Nacional),Ecuador
Creo,"""heirloom"",Arriba Nacional",73.0,U.S.A.,3.75,Forastero (Nacional),Ecuador
Daintree,Goodman Estate,70.0,Australia,2.75,Blend,Australia
Daintree,"Daintree Estates,N Queensland",70.0,Australia,3.25,Blend,Australia
Dalloway,"Dominican Republic,batch 7",72.0,U.S.A.,2.75,Blend,Dominican Republic
Damson,Robson Estate,70.0,England,3.0,Trinitario,Trinidad
Damson,Los Rios,70.0,England,3.5,Blend,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,70.0,England,2.25,Blend,Grenada
Damson,O'Payo,70.0,England,2.75,Blend,Nicaragua
Dandelion,"Zorzal Reserva,2015 H,Kerchner",70.0,U.S.A.,3.75,Blend, 
Dandelion,"Maya Mtn,Break Bar,Snark",70.0,U.S.A.,3.0,Trinitario,Belize
Dandelion,Maya Mountain,70.0,U.S.A.,3.5,Trinitario,Belize
Dandelion,"Camino Verde P,Balao,Guayas,2013",70.0,U.S.A.,3.5,Blend,Ecuador
Dandelion,Buto,70.0,U.S.A.,2.75,Blend,Liberia
Dandelion,"San Francisco de Macoris,Cibao region",70.0,U.S.A.,3.75,Blend,Dominican Republic
Dandelion,"Cumboto,farmer Jose Lugo",70.0,U.S.A.,2.75,Blend,Venezuela
Dandelion,Patanemo,70.0,U.S.A.,3.25,Blend,Venezuela
Dandelion,"Mantuano,2012",70.0,U.S.A.,3.5,Blend,Venezuela
Dandelion,Papua New Guinea,70.0,U.S.A.,3.5,Blend,Papua New Guinea
Dandelion,Upala,70.0,U.S.A.,3.0,Blend,Costa Rica
Dandelion,Colombian,70.0,U.S.A.,3.25,Blend,Colombia
Dandelion,"Elvesia,2011",70.0,U.S.A.,3.75,Blend,Dominican Republic
Dandelion,Dominican Republic,70.0,U.S.A.,3.25,Blend,Dominican Republic
Dandelion,Madagascar,70.0,U.S.A.,3.25,Trinitario,Madagascar
Dandelion,Tanzania,70.0,U.S.A.,3.25,Blend,Tanzania
Danta,Los Ujuxtes,82.0,Guatemala,3.25,Blend,Guatemala
Danta,Chuao,75.0,Guatemala,3.0,Trinitario,Venezuela
Danta,Los Ujuxtes,70.0,Guatemala,3.75,Blend,Guatemala
Danta,Sambirano,70.0,Guatemala,3.75,Trinitario,Madagascar
Danta,Las Acacias E,70.0,Guatemala,4.0,Criollo,Guatemala
Danta,"Oscuro,Finca Chimelb",70.0,Guatemala,3.25,Blend,Guatemala
Danta,Los Ujuxtes,60.0,Guatemala,3.5,Blend,Guatemala
Danta,Las Acacias E,75.0,Guatemala,3.0,Criollo,Guatemala
Danta,Las Acacias E,60.0,Guatemala,3.25,Criollo,Guatemala
DAR,"Venezuela,batch 122",72.0,U.S.A.,2.75,Blend,Venezuela
DAR,Vietnam,72.0,U.S.A.,3.0,Trinitario,Vietnam
DAR,"DUO,batch 002",70.0,U.S.A.,3.25,Blend,"Ecuador,Costa Rica"
Dark Forest,Bolivia,75.0,U.S.A.,3.25,Blend,Bolivia
Dark Forest,Madagascar,70.0,U.S.A.,3.0,Trinitario,Madagascar
Dark Forest,Ocumare,70.0,U.S.A.,3.25,Blend,Venezuela
Dark Forest,Tanzania,70.0,U.S.A.,3.0,Blend,Tanzania
Dark Forest,Ecuador,70.0,U.S.A.,3.25,Blend,Ecuador
Davis,Ghana,70.0,U.S.A.,2.5,Forastero,Ghana
Davis,Rainforest,70.0,U.S.A.,2.75,Blend,Dominican Republic
Davis,Venezuela,70.0,U.S.A.,2.75,Blend,Venezuela
Davis,West Africa,58.0,U.S.A.,3.25,Forastero,West Africa
De Mendes,"Nativo,Varzea",72.0,Brazil,3.5,Blend,Brazil
De Mendes,"Selvagem,Jari",65.0,Brazil,3.5,Blend,Brazil
De Villiers,Bundibugyo District,70.0,South Africa,2.5,Forastero,Uganda
De Villiers,"Sambirano Valley,batch 2477",70.0,South Africa,3.0,Blend,Madagascar
Dean and Deluca (Belcolade),Madagascar,66.0,U.S.A.,2.5,Trinitario,Madagascar
Dean and Deluca (Belcolade),Costa Rica,64.0,U.S.A.,3.0,Blend,Costa Rica
Dean and Deluca (Belcolade),Ecuador,71.0,U.S.A.,3.0,Blend,Ecuador
Dean and Deluca (Belcolade),Ghana,60.0,U.S.A.,3.0,Forastero,Ghana
Dean and Deluca (Belcolade),Papua New Guinea,64.0,U.S.A.,3.0,Blend,Papua New Guinea
Dean and Deluca (Belcolade),Peru,64.0,U.S.A.,3.0,Blend,Peru
Debauve & Gallais (Michel Cluizel),Papua New Guinea,64.0,France,3.0,Blend,Papua New Guinea
Debauve & Gallais (Michel Cluizel),Venezuela,66.0,France,3.75,Blend,Venezuela
Desbarres,"Kilombero,batch 41",72.0,Canada,2.5,Blend,Tanzania
DeVries,Bolivian,80.0,U.S.A.,2.75,Blend,Bolivia
DeVries,Costa Rica,77.0,U.S.A.,3.5,Trinitario,Costa Rica
DeVries,Dominican Republic,77.0,U.S.A.,3.5,Blend,Dominican Republic
Dick Taylor,Lanquin Estate,70.0,U.S.A.,3.75,Blend,Guatemala
Dick Taylor,Tien Giang,78.0,U.S.A.,3.5,Trinitario,Vietnam
Dick Taylor,"Alto Beni,Wild Harvest,Limited Ed",70.0,U.S.A.,3.75,Blend,Bolivia
Dick Taylor,Elvesia,74.0,U.S.A.,3.5,Blend,Dominican Republic
Dick Taylor,"Ecuador,Choc Garage Exclusive",70.0,U.S.A.,3.25,Blend,Ecuador
Dick Taylor,Camino Verde,76.0,U.S.A.,3.5,Blend,Ecuador
Dick Taylor,Bolivia,75.0,U.S.A.,2.75,Blend,Bolivia
Dick Taylor,Belize,72.0,U.S.A.,2.75,Trinitario,Belize
Dick Taylor,Sambirano,80.0,U.S.A.,2.75,Trinitario,Madagascar
Dick Taylor,Sambirano,72.0,U.S.A.,3.0,Trinitario,Madagascar
Dick Taylor,Mantuano,75.0,U.S.A.,2.75,Criollo,Venezuela
Dick Taylor,La Red,74.0,U.S.A.,3.0,Blend,Dominican Republic
Dick Taylor,Ecuador,70.0,U.S.A.,3.25,Blend,Ecuador
Doble & Bignall,Puerto Cabello,85.0,England,3.0,Blend,Venezuela
Doble & Bignall,"Panama,Raven",72.0,England,3.25,Blend,Panama
Doble & Bignall,"Puerto Cabello,Mantuano",72.0,England,3.25,Trinitario,Venezuela
Doble & Bignall,Johe,72.0,England,3.5,"Criollo, Trinitario",Nicaragua
Dole (Guittard),"O'ahu,N Shore,Waialua Estate",70.0,U.S.A.,3.75,Blend,Hawaii
Dolfin (Belcolade),Africa,88.0,Belgium,3.0,Forastero,West Africa
Dolfin (Belcolade),Noir,70.0,Belgium,1.5,Blend, 
Domori,Hacienda Victoria,70.0,Italy,3.75,Blend,Ecuador
Domori,Ocumare 77,70.0,Italy,3.75,Criollo (Ocumare 77),Venezuela
Domori,"IL100,H San Jose",100.0,Italy,3.0,Criollo,Venezuela
Domori,Morogoro,70.0,Italy,3.5,Blend,Tanzania
Domori,Guasare,70.0,Italy,3.75,Criollo,Venezuela
Domori,"Canoabo,Hacienda San Jose",70.0,Italy,3.5,Criollo,Venezuela
Domori,"Chuao,Hacienda San Jose",70.0,Italy,3.0,Trinitario,Venezuela
Domori,"Carupano,H San Jose",70.0,Italy,3.0,Trinitario,Venezuela
Domori,Teyuna,70.0,Italy,3.0,Blend,Colombia
Domori,Blend No 1,78.0,Italy,3.5,Blend, 
Domori,Ilblend,70.0,Italy,3.75,Blend, 
Domori,Porcelana,70.0,Italy,4.0,Criollo (Porcelana),Venezuela
Domori,"Ocumare 61,Puertomar",75.0,Italy,3.25,Criollo (Ocumare 61),Venezuela
Domori,Granella,60.0,Italy,3.25,Trinitario,Venezuela
Domori,Madagascar,70.0,Italy,3.5,Trinitario,Madagascar
Domori,Madagared,70.0,Italy,3.5,Criollo,Madagascar
Domori,"Java,Javablond",70.0,Italy,3.75,Criollo,Indonesia
Domori,Ecuador,70.0,Italy,4.0,Forastero (Arriba),Ecuador
Domori,"Ocumare 67,Puertofino",70.0,Italy,4.0,Criollo (Ocumare 67),Venezuela
Domori,Sur del Lago Classificado,70.0,Italy,3.0,Trinitario,Venezuela
Domori,Apurimac,70.0,Italy,3.25,Trinitario,Peru
Domori,Carenero Superior,70.0,Italy,3.5,Trinitario,Venezuela
Dormouse,Non Pariel Estate,75.0,England,2.75,Trinitario,Grenada
Dormouse,"Rio Caribe,Batch 7",70.0,England,2.5,Trinitario,Venezuela
Dormouse,"Colombia,Batch 9",80.0,England,2.75,"Criollo, Trinitario",Colombia
Dormouse,"Madagascar,Batch 8",77.0,England,2.75,"Criollo, Trinitario",Madagascar
Duffy's,"Rio Dulce,Xoco",70.0,England,4.0,Criollo,Guatemala
Duffy's,"Chuno,Xoco",70.0,England,3.5,Criollo,Nicaragua
Duffy's,"Rico Rugoso,Xoco",76.0,England,3.75,Criollo,Nicaragua
Duffy's,Ocumare,72.0,England,3.75,Blend,Venezuela
Duffy's,"Indio Rojo,Xoco",72.0,England,3.75,Criollo,Honduras
Duffy's,Dominican Republic,65.0,England,3.5,Blend,Dominican Republic
Duffy's,"Bocas del Toro,Tierra Oscura",72.0,England,3.0,Blend,Panama
Duffy's,"Nicaliso,Xoco",71.0,England,3.25,Criollo,Nicaragua
Duffy's,Ocumare,71.0,England,3.5,Blend,Venezuela
Duffy's,Panama,70.0,England,3.5,Blend,Panama
Duffy's,"Corazon del Ecuador,Calceta beans",72.0,England,3.75,Blend,Ecuador
Duffy's,Star of Ecuador,70.0,England,2.5,Blend,Ecuador
Duffy's,Star of Peru,70.0,England,3.75,Blend,Peru
Dulcinea,Dominican Republic,70.0,U.S.A.,3.25,Blend,Dominican Republic
Durand,Madagascar,82.0,France,2.75,Trinitario,Madagascar
Durci,"Maranon,Joya Rara",70.0,U.S.A.,3.5,Forastero (Nacional),Peru
Durci,"Rio Caribe,Tepui Treasure",70.0,U.S.A.,3.5,Trinitario,Venezuela
Durci,Taino Secret,70.0,U.S.A.,3.25,Blend,Dominican Republic
Durci,"Carenero,Empyrean Sabor",70.0,U.S.A.,3.25,Trinitario,Venezuela
Durci,Corona Arriba,70.0,U.S.A.,4.0,Blend,Ecuador
East Van Roasters,Peru,70.0,Canada,3.25,Blend,Peru
East Van Roasters,Madagascar,70.0,Canada,3.5,Trinitario,Madagascar
East Van Roasters,Dominican Republic,70.0,Canada,3.75,Blend,Dominican Republic
Eau de Rose,Tumaco,70.0,Canada,3.25,Blend,Colombia
Eau de Rose,Arauca,70.0,Canada,3.25,Blend,Colombia
Eclat (Felchlin),"Maranon,Good,Evil,w,nibs",72.0,U.S.A.,2.75,Forastero (Nacional),Peru
Edelmond,Porcelana,68.0,Germany,3.0,Criollo,Venezuela
El Ceibo,"Alto Beni,Covendo Region",75.0,Bolivia,3.75,Blend,Bolivia
El Ceibo,Alto Beni,71.0,Bolivia,2.75,Blend,Bolivia
El Rey,San Joaquin,70.0,Venezuela,3.75,Blend,Venezuela
El Rey,"Rio Caribe,Cariaco",60.5,Venezuela,2.75,Trinitario,Venezuela
El Rey,"Rio Caribe,Macuro",70.0,Venezuela,3.0,Trinitario,Venezuela
El Rey,"Carenero Superior,Apamate",74.0,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior,Bucare",58.0,Venezuela,2.5,Criollo,Venezuela
El Rey,"Carenero Superior,Mijao",61.0,Venezuela,3.0,Criollo,Venezuela
El Rey,"Carenero Superior,Gran Saman",70.0,Venezuela,2.75,Criollo,Venezuela
Emerald Estate,Emerald Estate,60.0,St. Lucia,2.75,Blend,St Lucia
Emerald Estate,Emerald Estate,70.0,St. Lucia,3.25,Blend,St Lucia
Emily's,Patanemo,79.0,Japan,3.0,Blend,Venezuela
Emily's,Peru,78.0,Japan,3.5,Criollo,Peru
ENNA,"Wampusirpi,batch 007",75.0,U.S.A.,3.25,Blend,Honduras
Enric Rovira (Claudio Corallo),Terreiro Velho P,80.0,Spain,3.25,Forastero,"Sao Tome,Principe"
Erithaj (A. Morin),Ben Tre,70.0,France,3.25,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,80.0,France,3.0,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,74.0,France,3.25,Trinitario,Vietnam
Escazu,Rio Caribe,70.0,U.S.A.,2.75,Trinitario,Venezuela
Escazu,Guapiles,65.0,U.S.A.,2.0,Blend,Costa Rica
Escazu,Carenero Superior,81.0,U.S.A.,3.5,Criollo,Venezuela
Escazu,"Carenero,Guapiles,Ocumare blend",74.0,U.S.A.,2.75,Blend,"Costa Rica,Venezuela"
Escazu,Ocumare,72.0,U.S.A.,3.0,Criollo,Venezuela
Ethel's Artisan (Mars),"Peru,Madagascar",55.0,U.S.A.,2.5,Blend,"Peru,Madagascar"
Ethel's Artisan (Mars),Trinidad,55.0,U.S.A.,2.5,Trinitario,Trinidad
Ethel's Artisan (Mars),Porcelana,70.0,U.S.A.,2.5,Criollo (Porcelana),Venezuela
Ethel's Artisan (Mars),Red Vanilla,62.0,U.S.A.,2.75,Blend, 
Ethel's Artisan (Mars),"Venezuela,Trinidad",62.0,U.S.A.,2.5,Blend,"Venezuela,Trinidad"
Ethereal,Belize,80.0,U.S.A.,3.0,Trinitario,Belize
Ethereal,Ecuador,80.0,U.S.A.,3.5,Blend,Ecuador
Ethereal,Dominican Republic,80.0,U.S.A.,3.75,Blend,Dominican Republic
Fearless (AMMA),"Monte Alegre,D Badaro,Raw,Organic",75.0,U.S.A.,2.75,Blend,Brazil
Feitoria Cacao,Blue Mountain,76.0,Portugal,3.0,Blend,Jamaica
Feitoria Cacao,Cuyagua,76.0,Portugal,2.5,Blend,Venezuela
Feitoria Cacao,Maya Mountain,76.0,Portugal,2.75,Trinitario,Belize
Felchlin,Grenada,58.0,Switzerland,3.5,Trinitario,Grenada
Felchlin,"Supremo,SF",62.0,Switzerland,2.0,Blend, 
Felchlin,Elvesia P,74.0,Switzerland,3.0,"Criollo, Trinitario",Dominican Republic
Felchlin,"Madagascar,Grand Cru",64.0,Switzerland,3.0,Criollo,Madagascar
Felchlin,Maracaibo Clasificado,65.0,Switzerland,3.0,Criollo,Venezuela
Felchlin,Arriba,72.0,Switzerland,3.5,Forastero (Arriba),Ecuador
Felchlin,"Alto Beni,Cru Savage",68.0,Switzerland,4.0,Criollo (Wild),Bolivia
Finca,Puerto Rico,65.0,U.S.A.,2.25,Blend,Puerto Rico
Finca,Dominican Republic,80.0,U.S.A.,3.0,Blend,Dominican Republic
Finca,Dominican Republic,70.0,U.S.A.,3.25,Blend,Dominican Republic
Finca,Dominican Republic,85.0,U.S.A.,2.5,Blend,Dominican Republic
Forever Cacao,Rio Eni,72.0,England,2.75,Criollo,Peru
Forteza (Cortes),Dominican Republic,70.0,Puerto Rico,2.75,Blend,Dominican Republic
Forteza (Cortes),Puerto Rico,80.0,Puerto Rico,2.75,Blend,Dominican Republic
Fossa,"Akesson's E,Sambirano V",70.0,Singapore,2.75,Blend,Madagascar
Fossa,"Camino Verde P,Balao,Guayas",75.0,Singapore,3.5,Blend,Ecuador
Fossa,"Kokoa Kamili Coop,Kilombero",67.0,Singapore,3.75,Trinitario,Tanzania
Franceschi,Choroni,70.0,Venezuela,3.5,Blend,Venezuela
Franceschi,Ocumare,70.0,Venezuela,3.75,Blend,Venezuela
Franceschi,Canoabo,70.0,Venezuela,3.75,Blend,Venezuela
Franceschi,Sur del Lago,60.0,Venezuela,3.5,Blend,Venezuela
Frederic Blondeel,Costa Rica,70.0,Belgium,3.5,Blend,Costa Rica
Frederic Blondeel,Peru Brutus,75.0,Belgium,3.5,Blend,Peru
Frederic Blondeel,Vietnam,80.0,Belgium,3.0,Trinitario,Vietnam
Frederic Blondeel,Ghana,60.0,Belgium,3.5,Forastero,Ghana
Frederic Blondeel,Madagascar,65.0,Belgium,3.5,Trinitario,Madagascar
French Broad,"Norandino,batch 161208",70.0,U.S.A.,3.5,Blend,Peru
French Broad,Guatemala,73.0,U.S.A.,3.5,Blend,Guatemala
French Broad,San Andres,80.0,U.S.A.,3.0,Blend,Costa Rica
French Broad,Matagalpa,68.0,U.S.A.,3.25,Blend,Nicaragua
French Broad,"Palo Blanco,Chulucanas",66.0,U.S.A.,3.5,Blend,Peru
French Broad,Tumbes Coop,70.0,U.S.A.,2.5,Criollo,Peru
French Broad,"Palo Blanco,Chulucanas",61.0,U.S.A.,3.5,Blend,Peru
French Broad,"Palo Blanco w,panela,Chulucanas",81.0,U.S.A.,2.0,Blend,Peru
French Broad,"Maranon Canyon,Fortunato No 4",70.0,U.S.A.,3.5,Forastero (Nacional),Peru
French Broad,La Red,65.0,U.S.A.,3.5,Blend,Dominican Republic
Fresco,"Maranon,#228,MR,SC",70.0,U.S.A.,3.0,Forastero (Nacional),Peru
